,Oid,Id,sentence,Flag,labels
3342,3342,63320_201607_3342,"Defence has identified 18 sites known, or likely, to have used substantial quantities of perfluorinated chemicals on site.",,1
3343,3343,63320_201607_3343,"There are also other Commonwealth sites that have, or are suspected of having, perfluorinated residues.",,1
3344,3344,63320_201607_3344,The intergovernmental taskforce will coordinate the response of government agencies to the contamination at RAAF Base Williamtown and other Commonwealth sites.,,6
3345,3345,63320_201607_3345,"This will ensure that the Federal Government’s response is consistent, coordinated and transparent.",,4
3346,3346,63320_201607_3346,POSITIVE POLICY.,1,1
3347,3347,63320_201607_3347,Immigration – Tourism Visa Reform.,1,1
3348,3348,63320_201607_3348,"A Shorten Labor Government will undertake an audit of Australia’s tourist visa offering for each of our main target markets, and undertake an assessment of how that offering compares to our major competitors.",,6
3349,3349,63320_201607_3349,"Australia’s position in the Asia-Pacific presents an unparalleled opportunity to respond to the increasing number of Asian visitors, particularly from China, who want to visit Australia.",1,1
3350,3350,63320_201607_3350,"However, the tourism industry is increasingly concerned that Australia’s current policy settings around visa charges and the interaction with our border are not conducive to capitalising on our position in the region.",1,1
3351,3351,63320_201607_3351,"The tourist visa audit will assess the competitiveness of our visa fees, visa processing arrangements and the ease of interaction with the Australian border.",,6
3352,3352,63320_201607_3352,"In addition, with a view to the growing Chinese market, Labor will review: The cost of the 10-year multiple entry visa so that it is competitive with that for Chinese citizens visiting the US and the EU.",,7
3353,3353,63320_201607_3353,"Introducing an online visa application, in both English and Mandarin, which can be submitted online at any time.",,1
3354,3354,63320_201607_3354,Reducing the processing time for visas submitted online to within 48 hours.,,6
3355,3355,63320_201607_3355,"The feasibility of reforming the Tourist Refund Scheme by introducing an online, streamlined claiming process based on the Singapore model.",,6
3356,3356,63320_201607_3356,"The factors which have an impact on passenger facilitation at International Airports, with Perth International Airport to be looked at as a priority.",,4
3357,3357,63320_201607_3357,POSITIVE POLICY.,1,1
3358,3358,63320_201607_3358,Defence Remuneration Reform.,1,1
3359,3359,63320_201607_3359,"To ensure greater fairness and transparency in remuneration for the Australian Defence Force, a Shorten Labor Government will reform Defence’s Workplace Remuneration Arrangement and the means by which ADF pay and conditions are determined.",,4
3360,3360,63320_201607_3360,"Unlike most employees, ADF personnel are not legally entitled to cooperatively negotiate their pay, conditions and terms of employment.",1,1
3361,3361,63320_201607_3361,"Instead, proposed wage rises are jointly determined by the Australian Government and the ADF.",1,1
3362,3362,63320_201607_3362,"These proposals are then approved or rejected by the Defence Force Remuneration Tribunal, which has no arbitral powers in this case and can only approve or reject.",1,1
3363,3363,63320_201607_3363,"ADF members rely on independent peak associations, such as the Defence Force Welfare Association, to advocate for them in this process.",1,1
3364,3364,63320_201607_3364,"In 2014, the Abbott-Turnbull Government shockingly botched the pay deal for our sailors, soldiers and air force personnel.",1,1
3365,3365,63320_201607_3365,"The Abbott-Turnbull Government’s initial offer consisted of a below inflation pay rise of 1.5 per cent per annum over three years, and cuts to precious recreational and Christmas leave.",1,1
3366,3366,63320_201607_3366,"Following a campaign led by the Defence community and supported by Labor, the Liberals ultimately settled on a 2 per cent per annum increase and the maintenance of existing conditions.",1,1
3367,3367,63320_201607_3367,The Liberals’ mishandling of ADF pay highlighted the inadequacies in the current process used to set ADF pay and conditions.,1,1
3368,3368,63320_201607_3368,This process was roundly criticised by Defence commentators as being conflicted and non-consultative.,1,1
3369,3369,63320_201607_3369,Labor’s plan.,1,1
3370,3370,63320_201607_3370,A Shorten Labor Government will provide ADF personnel with a greater voice in the remuneration process by providing appropriate resources for the Defence Force Welfare Association to undertake this role.,,4
3371,3371,63320_201607_3371,Labor will safeguard fairness and transparency in the setting of remuneration for the ADF through:,,7
3372,3372,63320_201607_3372,"The provision of a grant of $100,000 per annum to improve the capacity of the Defence Force Welfare Association to advocate on behalf of ADF members, particularly in relation to remuneration determinations.",,7
3373,3373,63320_201607_3373,"Amending, where needed, and in consultation with stakeholders, the timelines and processes by which a future Labor Government would make ADF remuneration determinations.",,4
3374,3374,63320_201607_3374,POSITIVE POLICY.,1,1
3375,3375,63320_201607_3375,Immigration – Mandatory Reporting And More Transparency.,1,1
3376,3376,63320_201607_3376,"A Shorten Labor Government will ensure Australia has a compassionate, humane and safe approach to irregular migration throughout our region.",,4
3377,3377,63320_201607_3377,Labor believes in a compassionate approach to asylum seekers which enables refugees to progress their claims safely and securely.,,6
3378,3378,63320_201607_3378,Labor is absolutely committed to preventing people smuggling and ensuring vulnerable people do not drown at sea.,,5
3379,3379,63320_201607_3379,Labor’s regional resettlement arrangement has been the most effective deterrent against the ability of criminal people smugglers to prey on vulnerable people.,,4
3380,3380,63320_201607_3380,"But processing offshore does not, for one minute, mean we can offshore or outsource our responsibility to treat people fleeing from persecution with humanity.",,5
