,oid,Id,sentence,Flag,context,party,year,incumbent,labels
909,909,63620_198010_909,"More than $25 million has been provided this year to carry on this work A further $28 million has been allocated for the extension of the adult migrant education programme; an increase of 23 to accommodate 115.000 enrolments this year, The Government will upgrade migrant education in such areas as the Home Tutor Scheme.",1,These will continue on an increased scale. Most of the specific recommendations of the Galbally report on migrant and ethnic problems have been carried out or are well advanced.,Liberal,1980,Liberal,1
910,910,63620_198010_910,The Government is introducing new programmes to give impetus to the development of our multicultural society.,1,"Most of the specific recommendations of the Galbally report on migrant and ethnic problems have been carried out or are well advanced. More than $25 million has been provided this year to carry on this work A further $28 million has been allocated for the extension of the adult migrant education programme; an increase of 23 to accommodate 115.000 enrolments this year, The Government will upgrade migrant education in such areas as the Home Tutor Scheme.",Liberal,1980,Liberal,1
911,911,63620_198010_911,It has accepted a recommendation of the newly established Institute of Multicultural Affairs to provide per capita grants to non-profit making ethnic part-time schools providing supplementary community language and cultural programmes.,1,"More than $25 million has been provided this year to carry on this work A further $28 million has been allocated for the extension of the adult migrant education programme; an increase of 23 to accommodate 115.000 enrolments this year, The Government will upgrade migrant education in such areas as the Home Tutor Scheme. The Government is introducing new programmes to give impetus to the development of our multicultural society.",Liberal,1980,Liberal,1
912,912,63620_198010_912,More Migrant Centres.,1,The Government is introducing new programmes to give impetus to the development of our multicultural society. It has accepted a recommendation of the newly established Institute of Multicultural Affairs to provide per capita grants to non-profit making ethnic part-time schools providing supplementary community language and cultural programmes.,Liberal,1980,Liberal,1
913,913,63620_198010_913,Migrant Resource Centres are being increased throughout Australia.,1,It has accepted a recommendation of the newly established Institute of Multicultural Affairs to provide per capita grants to non-profit making ethnic part-time schools providing supplementary community language and cultural programmes. More Migrant Centres.,Liberal,1980,Liberal,1
914,914,63620_198010_914,More than 130 bilingual information officers have been recruited to work among migrants.,1,More Migrant Centres. Migrant Resource Centres are being increased throughout Australia.,Liberal,1980,Liberal,1
915,915,63620_198010_915,In the future officers will cover more geographical areas and more languages.,1,Migrant Resource Centres are being increased throughout Australia. More than 130 bilingual information officers have been recruited to work among migrants.,Liberal,1980,Liberal,1
916,916,63620_198010_916,More orientation courses are being conducted.,1,More than 130 bilingual information officers have been recruited to work among migrants. In the future officers will cover more geographical areas and more languages.,Liberal,1980,Liberal,1
917,917,63620_198010_917,"This year 17,000 adults will be assisted compared with 3.000 two years ago.",1,In the future officers will cover more geographical areas and more languages. More orientation courses are being conducted.,Liberal,1980,Liberal,1
918,918,63620_198010_918,Ethnic radio has continued to flourish and the Government remains committed to multicultural television.,1,"More orientation courses are being conducted. This year 17,000 adults will be assisted compared with 3.000 two years ago.",Liberal,1980,Liberal,1
919,919,63620_198010_919,"The telephone interpreter service is to be expanded, especially in remote areas like the Pilbara, the Riverina and Mt Isa.",1,"This year 17,000 adults will be assisted compared with 3.000 two years ago. Ethnic radio has continued to flourish and the Government remains committed to multicultural television.",Liberal,1980,Liberal,1
